epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,2340.89,0.91355,0.46242,0.95739,0.81849,0.94047,0.92302,0.68766,0.93734,0.45486,1.008,0.000621403,0.000621403,0.000621403
95,2365.92,0.90846,0.45661,0.95291,0.81866,0.95128,0.93169,0.68931,0.90927,0.44784,1.00158,0.000612809,0.000612809,0.000612809
96,2391.33,0.90926,0.45685,0.95549,0.76038,0.89903,0.87832,0.67404,0.89871,0.47386,0.98382,0.000604203,0.000604203,0.000604203
97,2416.39,0.90192,0.45303,0.95033,0.81385,0.89908,0.88,0.67024,0.89745,0.45503,0.98904,0.000595586,0.000595586,0.000595586
98,2440.79,0.89016,0.44477,0.94748,0.8187,0.94926,0.91932,0.68331,0.9114,0.43321,0.99723,0.000586961,0.000586961,0.000586961
99,2464.5,0.89389,0.44404,0.94688,0.76928,0.93026,0.88236,0.68885,0.87175,0.4963,0.9766,0.000578329,0.000578329,0.000578329
100,2488.11,0.89847,0.4496,0.94867,0.81315,0.97624,0.90579,0.68717,0.88287,0.47776,0.98491,0.000569693,0.000569693,0.000569693
101,2511.03,0.88225,0.44706,0.94151,0.81208,0.91105,0.89476,0.6809,0.90273,0.45955,0.98982,0.000561055,0.000561055,0.000561055
102,2536.32,0.89071,0.44969,0.94568,0.84358,0.87645,0.91044,0.68877,0.92569,0.46774,0.99713,0.000552417,0.000552417,0.000552417
103,2562.32,0.89767,0.44704,0.94498,0.79674,0.88681,0.87059,0.6567,0.9444,0.56044,1.00182,0.000543781,0.000543781,0.000543781
104,2587.53,0.89522,0.4431,0.94143,0.84173,0.78423,0.82706,0.64148,0.92716,0.59328,0.98989,0.000535149,0.000535149,0.000535149
105,2613.66,0.89404,0.44747,0.94407,0.74613,0.86031,0.84515,0.6501,0.90777,0.64348,0.99241,0.000526524,0.000526524,0.000526524
106,2639.77,0.89459,0.44511,0.94741,0.86448,0.85328,0.88791,0.68574,0.89614,0.45379,0.98997,0.000517907,0.000517907,0.000517907
107,2664.36,0.89044,0.4419,0.94761,0.83525,0.86319,0.88754,0.6818,0.89591,0.49716,0.99868,0.000509301,0.000509301,0.000509301
